ID,Image,Name(Kanji),Name(Hiragana),Name(Romaji),Localised Name,Nickname,Gender,Passive ID,Role,Game,Position,Alt Position,Element,Preferred Playstyle,Kick,Control,Technique,Pressure,Physical,Agility,Intelligence,Total Stats
4132,,瞬木 瞬,またたぎ しゅん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4133,,鉄角 徹,てつかど てつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4134,,野咲 さくら,のざき さくら,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4135,,野咲 成一,のざき せいいち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4136,,野咲 かえで,のざき かえで,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4137,,神田 里子,かんだ さとこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4138,,真名部 陣介,まなべ じんすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4139,,真名部 恭子,まなべ きょうこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4141,,皆帆 和人,みなほ かずと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4142,,皆帆 左京,みなほ さきょう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4143,,皆帆 光代,みなほ みつよ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4144,,？？？,,,???,,,#N/A,,,,,,,?,?,?,?,?,?,?,0
4145,,カトラ・ペイジ,かとら・ぺいじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4146,,ララヤ・オビエス,ららや・おびえす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4147,,ミネル・エイバ,みねる・えいば,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4148,,カトラ・ペイジ,かとら・ぺいじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4149,,ララヤ・オビエス,ららや・おびえす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4150,,ミネル・エイバ,みねる・えいば,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4151,,イレイド・オビエス,いれいど・おびえす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4155,,ジャバト・グラフィス,じゃばと・ぐらふぃす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4156,,レサト・ハリド,れさと・はりど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4157,,アクラ・ニヤート,あくら・にやーと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4158,,カラブ・タンレス,からぶ・たんれす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4159,,シャウラ・ドクバール,しゃうら・どくばーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4160,,レス・オード,れす・おーど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4161,,ドロ・マイト,どろ・まいと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4162,,カクガン・チャート,かくがん・ちゃーと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4163,,メサ・ビュート,めさ・びゅーと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4164,,サド・サジョード,さど・さじょーど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4165,,シルト・デイガン,しると・でいがん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4166,,コード・ラトゾル,こーど・らとぞる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4167,,ワジ・カレルカワ,わじ・かれるかわ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4168,,ノマレ・リューシャ,のまれ・りゅーしゃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4169,,ドライ・カーワック,どらい・かーわっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4170,,ネンバン・スレート,ねんばん・すれーと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4171,,ワッケ・コーサガン,わっけ・こーさがん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4172,,アレナイト・セキエー,あれないと・せきえー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4173,,フラヌアメ・ヒデリィ,ふらぬあめ・ひでりぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4174,,フォガラ・カナート,ふぉがら・かなーと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4175,,フリント・ヒーウッチ,ふりんと・ひーうっち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4176,,ジャリ・バラス,じゃり・ばらす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4177,,ヒカ・ラビール,ひか・らびーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4178,,デイアツ・ヨルヒェ,でいあつ・よるひぇ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4179,,クド・カンラン,いかりのー・ぶーどぅ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4180,,ディカス・シクリッド,でぃかす・しくりっど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4181,,グッピィ・メディカ,ぐっぴぃ・めでぃか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4182,,リドラス・ナーズ,りどらす・なーず,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4183,,テトラ・カラシナ,てとら・からしな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4184,,グラーミ・アナバース,ぐらーみ・あなばーす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4185,,ハタータ・テハーゼ,はたーた・てはーぜ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4186,,キロー・ベイラ,きろー・べいら,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4187,,ウズマ・キャッコ,うずま・きゃっこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4188,,ベタスプ・レンデンス,べたすぷ・れんでんす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4189,,デュメリリィ・アルタム,でゅめりりぃ・あるたむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4190,,ウナー・ギィール,うなー・ぎぃーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4191,,ホソテン・ロケボリー,ほそてん・ろけぼりー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4192,,アンキー・モゥ,あんきー・もぅ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4193,,メノハ・シウィード,めのは・しうぃーど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4194,,シアーネ・モネ,しあーね・もね,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4195,,プラーヌ・ラジェリ,ぷらーぬ・らじぇり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4196,,ククリィ・リオネ,くくりぃ・りおね,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4197,,ウミーウ・シースラグ,うみーう・しーすらぐ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4198,,チリィ・メンジャッコ,ちりぃ・めんじゃっこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4199,,サンバソーイ・シグロー,さんばそーい・しぐろー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4200,,オッグ・ロユリィ,おっぐ・ろゆりぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4201,,ガラフ・サラトガ,がらふ・さらとが,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4202,,エイ・マンタレイ,えい・まんたれい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4203,,テトロード・トッキシン,てとろーど・とっきしん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4204,,ミノッカ・サーゴ,みのっか・さーご,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4205,,カザリィ・キヌバネ,かざりぃ・きぬばね,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4206,,ピョール・ココ,ぴょーる・ここ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4207,,ククドゥル・ココ,くくどぅる・ここ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4208,,カンザシィ・フーチョ,かんざしぃ・ふーちょ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4209,,ハットマー・メデッポ,はっとまー・めでっぽ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4210,,イーカ・ルーガー,いーか・るーがー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4211,,ジャン・スーパロ,じゃん・ぱろーす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4212,,コーティー・ジンチョー,こーてぃー・じんちょー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4213,,ペリック・アンビン,ぺりっく・あんびん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4214,,ヒック・イドリー,ひっく・いどりー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4215,,ハシー・ビロッコウ,はしー・びろっこう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4216,,カーカ・ポー,かーか・ぽー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4217,,ボォ・ルドワシ,ぼぉ・るどわし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4218,,メンドリィ・チャーボ,めんどりぃ・ちゃーぼ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4219,,イヤー・ズック,いやー・ずっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4220,,ウグィス・アン,うぐぃす・あん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4221,,ハクトゥワ・シー,はくとぅわ・しー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4222,,メン・プック,めん・ぷっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4223,,モズノハ・ヤーニェ,もずのは・やーにぇ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4224,,クロー・イカラス,くろー・いからす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4225,,セッカ・クサギー,せっか・くさぎー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4226,,ホトート・ギース,ほとーと・ぎーす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4227,,カモッフォ・アグーラ,かもっふぉ・あぐーら,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4228,,イーワット・ビィ,いーわっと・びぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4229,,トビーアー・ブラゲ,とびーあー・ぶらげ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4230,,ナーキッツ・ラニーハッチ,なーきっつ・らにーはっち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4231,,ワーミィ・モーム,わーみぃ・もーむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4232,,オカイ・コサマー,おかい・こさまー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4233,,コメッキー・ショリョウ,こめっきー・しょりょう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4234,,ターラン・チュラクモ,たーらん・ちゅらくも,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4235,,マンティスカ・マーキリー,まんてぃすか・まーきりー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4236,,ノッコギィ・リクワッタ,のっこぎぃ・りくわった,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4237,,ナナト・ホシテン,ななと・ほしてん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4238,,アトラ・スォーカーブ,あとら・すぉーかーぶ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4239,,スコール・ピオン,すこーる・ぴおん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4240,,エダーナ・ナフシ,えだーな・なふし,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4241,,キリーギィ・リース,きりーぎぃ・りーす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4242,,ミッチ・オシェ,みっち・おしぇ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4243,,アオック・サーカメ,あおっく・さーかめ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4244,,ミィーロ・アグリアス,みぃーろ・あぐりあす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4245,,ヘラーク・レスビトル,へらーく・れすびとる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4246,,カゲロ・エフェメラ,かげろ・えふぇめら,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4247,,アメン・ボーアカイナー,あめん・ぼーあかいなー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4248,,ホホホ・タルコイ,ほほほ・たるこい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4249,,ハナム・グーリィ,はなむ・ぐーりぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4250,,アレース・ズムーシモ,あれーす・ずむーしも,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4251,,モル・フォーチョ,もる・ふぉーちょ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4252,,ゴマーダ・ラッカミーキリ,ごまーだ・らっかみーきり,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4253,,ゲンゴー・ロウ,げんごー・ろう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4254,,オット・シーブミー,おっと・しーぶみー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4255,,リュカ・アリル,りゅか・ありる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4256,,アントシー・アーニン,あんとしー・あーにん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4257,,イソロ・イーシン,いそろ・いしん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4258,,テルル・テルリド,てるる・てるりど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4259,,デオキシリー・ボカク,でおきしりー・ぼかく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4260,,リーボ・ソム,りーぼ・そむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4261,,マグ・ネッシウム,まぐ・ねっしうむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4262,,ブローム・ヘキシン,ぶろーむ・へきしん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4263,,タウ・リン,たう・りん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4264,,ジアゾ・カゴーブツ,じあぞ・かごーぶつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4265,,サリチ・ルーサン,さりち・るーさん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4266,,メタ・ノール,めた・のーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4267,,ヘモ・グロービン,へも・ぐろーびん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4268,,シリカ・ゲール,しりか・げーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4269,,ゴルジー・タイ,ごるじー・たい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4270,,イーワーズ・モガナー,いーわーず・もがなー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4271,,ネミー・ミーニミズ,ねみー・みーにみず,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4272,,スメバミィ・ヤッコ,すめばみぃ・やっこ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4273,,ハナモハ・ジーラウ,はなもは・じーらう,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4274,,ナクテーナ・ナクセー,なくてーな・なくせー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4275,,シージュウ・ハチクセー,しーじゅう・はちくせー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4276,,ネジーボ・ルートナット,ねじーぼ・るーとなっと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4277,,ホッコリマ・ミレー,ほっこりま・みれー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4278,,ニーゲ・ルガカッチ,にーげ・るがかっち,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4279,,クービー・レヅタ,くーびー・れづた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4280,,ハクリー・ターバイ,はくりー・たーばい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4281,,センキー・ヤクバンライ,せんきー・やくばんらい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4282,,ウリッキィ・レゴーメン,うりっきぃ・れごーめん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4283,,シヨウバ・イーハンジョ,しょばい・はんじょー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4284,,モーカ・リマッカー,もーか・りまっかー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4285,,ホネーナ・シサンゴー,ほねーな・しさんごー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4286,,ヨツメ・ウミッキィ,よつめ・うみっきぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4287,,ギーブ＆ティク,ぎーぶ＆てぃく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4288,,モチツ＆モータレツ,もちつ＆もーたれつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4289,,トッグ・ローマク,とっぐ・ろーまく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4290,,エルエ・スーアイ,えるえ・すーあい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4291,,トール・ネイド,とーる・ねいど,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4292,,イース・ターモアイ,いーす・たーもあい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4293,,マヌーバ・ギブツ,まぬーば・ぎぶつ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4294,,クローヨ・ロイ,くろーよ・ろい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4295,,カベニミィ・ミアリー,かべにみぃ・みありー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4296,,フーウ・センバルン,ふーう・せんばるん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4297,,タゲー・ハムゲイ,たげー・はむげい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4298,,ジョモン・ドーグ,じょもん・どーぐ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4299,,タンキー・ハーソンキ,たんきー・はーそんき,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4300,,メニー・アーマル,めにー・あーまる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4301,,コイハモー・モーク,こいはもー・もーく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4302,,ミカラ・データサビィ,みから・でーたさびぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4303,,ギョーフ・ノリィ,ぎょーふ・のりぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4304,,ソラトー・ブエンバン,そらとー・ぶえんばん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4305,,スルード・イガンコー,するーど・いがんこー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4306,,ショジーニ・メアリー,しょじーに・めありー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4307,,シナギィ・レゴーメン,しなぎぃ・れごーめん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4308,,ナカズート・バーズ,なかずーと・ばーず,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4309,,カンコード・リガナーク,かんこーど・りがなーく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4310,,イワーヌ・ガハーナ,いわーぬ・がはーな,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4311,,セイヨー・ショーロ,せいよー・しょーろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4312,,ベニーテン・グーダッケ,べにーてん・ぐーだっけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4313,,ブナーシ・メジィ,ぶなーし・めじぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4314,,ニーニン＆サンキャック,にーにん＆さんきゃっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4315,,ソーシ＆ソーアイ,そーし＆そーあい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4316,,イッシン＆ドータイ,いっしん＆どーたい,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4317,,ドットマー・トリックス,どっとまー・とりっくす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4318,,シューセ・キーカイロ,しゅーせ・きーかいろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4319,,モニィ・ターリング,もにぃ・たーりんぐ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4320,,テック・ノービット,てっく・のーびっと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4321,,ツム・ジッカーゼ,つむ・じっかーぜ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4322,,ソフゥ・トックリム,そふぅ・とっくりむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4323,,ジーゴ・ジートック,じーご・じーとっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4324,,ダクスガン・バービュー,だくすがん・ばーびゅー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4325,,ダクスガン・ビービュー,だくすがん・びーびゅー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4326,,ダクスガン・ブービュー,だくすがん・ぶーびゅー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4327,,ダクスガン・ベービュー,だくすがん・べーびゅー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4328,,ダクスガン・ボービュー,だくすがん・ぼーびゅー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4329,,キン・パーク,きん・ぱーく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4330,,ギン・エイジー,ぎん・えいじー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4331,,ギン・シルヴァ,ぎん・しるう゛ぁ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4332,,ギン・アルギュロス,ぎん・あるぎゅろす,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4333,,ギン・メッキィ,ぎん・めっきぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4334,,ギン・マクスター,ぎん・まくすたー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4335,,ギン・カックジ,ぎん・かっくじ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4336,,ギン・コンシキー,ぎん・こんしきー,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4337,,ギン・シャリィ,ぎん・しゃりぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4338,,ギン・コーイン,ぎん・こーいん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4339,,ギン・ナーン,ぎん・なーん,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4340,,ギン・ザイック,ぎん・ざいっく,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4360,,ネタシャリー・サビィ,ねたしゃりー・さびぃ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4361,,連打 達人,つれうち たつひと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4362,,シンサー・クレンタール,しんさー・くれんたーる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4363,,バンズレー・タースハム,ばんずれー・たーすはむ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4364,,タイガーＴ,たいがーＴ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4365,,なかし丸,なかしまる,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4366,,はにわーパウロ,はにわーぱうろ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4367,,天野 景太,あまの けいた,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4368,,木霊 文花,こだま ふみか,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4375,,稲森 明日人,いなもり あすと,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
4376,,小僧丸 サスケ,こぞうまる さすけ,,???,-,-,#N/A,-,-,-,,-,,?,?,?,?,?,?,?,0
